,kabupaten,tahun,temperature,temp_max,temp_min,rainfall,humidity,wind_speed,solar_radiation
198,BALIKPAPAN,2015,27.41358904109589,28.064438356164384,26.776849315068493,1938.3,81.70432876712329,2.4314794520547944,17.559424657534244
199,BALIKPAPAN,2016,27.948743169398906,28.536475409836065,27.33887978142077,2138.75,80.91150273224044,2.0642896174863385,17.386311475409837
200,BALIKPAPAN,2017,27.519095890410956,28.083698630136983,26.958301369863015,2404.21,82.05627397260274,2.1838630136986303,16.254383561643838
201,BALIKPAPAN,2018,27.52950684931507,28.10243835616438,26.957890410958903,2168.41,81.82019178082192,2.2883835616438355,17.262273972602742
202,BALIKPAPAN,2019,27.621890410958905,28.240438356164383,27.01843835616438,1752.0,82.0285205479452,2.4555616438356163,17.972657534246576
203,BALIKPAPAN,2020,27.73674863387978,28.348907103825137,27.113497267759566,2710.61,82.06983606557377,2.244945355191257,17.248688524590165
204,BALIKPAPAN,2021,27.565205479452054,28.118520547945206,26.988438356164384,3106.82,81.63912328767123,2.0134794520547943,16.497397260273974
205,BALIKPAPAN,2022,27.620027397260273,28.178301369863014,27.027287671232873,3044.67,81.26898630136986,1.9504931506849315,16.454794520547946
206,BALIKPAPAN,2023,27.88876712328767,28.466438356164385,27.31413698630137,1814.84,81.88386301369863,2.2388767123287674,17.488739726027397
207,BALIKPAPAN,2024,28.082650273224044,28.71054644808743,27.470819672131146,2454.78,82.9042349726776,2.3571038251366123,17.20158469945355
208,BALIKPAPAN,2025,27.74641095890411,28.307753424657534,27.16723287671233,2645.03,81.73841095890411,2.0613972602739725,16.331013698630137
